name,lat,lon
Foux de Pompignan,43.8767012,3.8538703
Educational underwater trail Tripuljak,43.8990934,15.1496579
Cristo redentore,44.0235229,8.2266613
Source de l'Esperelle,44.1207633,3.2095251
Source de Marnade,44.2521023,4.4410032
Punta del Faro di Portofino,44.2979433,9.21842
Chiesa di San Giorgio,44.3007948,9.2112846
Casa del Sindaco,44.3030147,9.2022082
Punta Vessinaro,44.3041118,9.1984192
Punta dell'Altare,44.3054884,9.1958281
Scoglio del Diamante,44.3077446,9.1877822
Wreck `Mohawk Deer`,44.308127,9.1902937
Testa del Leone,44.3082302,9.1836992
Andrea Ghisotti (ex Scoglio del Raviolo),44.3084954,9.1798881
Targa Gonzatti,44.3087359,9.1787931
Secca Gonzatti,44.3090325,9.1780292
Colombara,44.3105483,9.1764685
Punta della Torretta,44.3121166,9.1658905
Dragone,44.3121659,9.1754161
Punta dell'Indiano,44.3125993,9.1691529
Christ of the Abyss,44.313304,9.1752633
Punta della Targhetta,44.3211417,9.1473911
Secca dell'Isuela,44.3214129,9.146001
Presepe degli Abissi di Albisola,44.32673,8.510981
Fontaine de la Burle,44.3669135,3.4102964
Trou Madame,44.4507847,1.754216
Goule de Marcenac,44.4938899,1.6536006
Source du Tirondel,44.5095678,1.7946252
Marche-Pied,44.5401129,1.7650104
Brockville Underwater Sculpture Park,44.5920153,-75.6772406
Lock 27,44.7775281,-75.399561
The Conestoga,44.779497,-75.3933132
Gouffre de Cabouy,44.7902569,1.5845039
Gouffre de Poumayssen,44.7909084,1.5932728
Font del Truffe,44.8250173,1.55079
Canyon,44.8698976,14.7723539
Source de la Finou,44.8793032,1.6149012
Fontaine Saint-Georges,44.8894714,1.6190594
Baron Gautsch,44.940278,13.577778
Silent Beach,45.0725137,14.6835869
100 Steps,45.0762538,14.6804754
Secret beach,45.0784904,14.6758884
Lamkra,45.0804204,14.152071
Lina wreck,45.1024305,14.2790667
Star Fish,45.1436486,13.601265
Peltastis,45.1603856,14.6457184
Caroline Rose (Schooner),45.2422472,-81.5762028
The Caves,45.2455526,-81.5234365
Niagara II (sandsucker),45.2500264,-81.6025721
City of Grand Rapids (steamer),45.254884,-81.6808202
Sweepstakes (schooner),45.255239,-81.6808551
El Hawi Star Wrack,45.3183424,14.4363449
Grotte de la Passerelle,45.3495874,5.7694316
Mare Sub,45.4800691,9.2112771
Sub-Net potapljanje,45.5303516,13.5648604
Grotte des Eaux Mortes,45.7329332,6.100116
Le France,45.897655,6.149522
Lago di Lugano-Relitto Milano,45.90542,8.97972
Lago di Lugano-Lido di Riva S. Vitale,45.9065088,8.9739802
Lago di Lugano-Parete di Riva,45.92197,8.97039
Lago di Lugano-Campeggio Paradiso,45.9228576,8.9786354
Buco della Sovaglia,45.933823,9.0045781
Sorgente Bossi-Sorgente Bossi,45.95658,8.99413
Lago di Lugano-Il Deserto,45.95952,8.88019
Lago di Lugano-Le Macchine,45.96247,8.87034
Lago di Lugano-Parete di Caslano,45.96411,8.88666
Les Joyeux Corsaires,45.9817397,-1.3928517
Lago di Lugano-Lugano-Sub,45.98572,8.95624
Lago di Lugano-Acquedetto,45.98656,8.95633
Sentiero di Gandria,46.0011259,8.9853452
Foce del Casserate,46.0018031,8.9617273
Porto,46.11792,8.71011
Porto alla Ressiga,46.1205,8.714
Lago Maggiore-Sud,46.12069,8.78216
Lac de Moiry-Rochers de Paris,46.12352,7.57191
Porto Ronco Beach Club,46.1331908,8.7193579
Lago Maggiore-Centro Sub del Gambarogno,46.13827,8.81558
Lido Locarno,46.16158,8.80553
Aqua Tenero,46.17372,8.84311
Officine Elettriche,46.18155,8.8543
Gola di Ponte Brolla,46.1862014,8.7506174
Les Iles,46.2138,7.33133
Ponte,46.22243,8.85717
Ponte Corippo,46.24083,8.84389
Cascata Riale Salto,46.2511007,8.7067593
Le Duzillet-Gouille Duzillet,46.28901,6.96165
Pozzo San Rocco,46.29366,8.79488
Pozzo del Diavolo,46.33794,8.80616
Lac de Taney,46.3446999,6.8348079
Gola del Lupo (Wolfsrachen),46.34502,8.61169
Brontallo,46.35424,8.645
Oberhalb Brontallo,46.35844,8.64319
Ecole de Mission,46.38839,6.8453
La Croix,46.3885012,6.8193459
Falaise Bikini,46.38856,6.81925
Arnensee-West,46.39372,7.2178
Arnensee-Ost,46.39397,7.22083
Plan di Mort,46.41536,9.718
Halbinsel Sasc da Corn 1,46.41819,9.72642
Halbinsel Sasc da Corn 2,46.41927,9.72822
La Graule Subaquatique,46.4357615,1.9008211
Campingplatz,46.4550369,9.7903276
Scheggia,46.4665801,8.6499199
Coluonnas,46.46963,9.72681
Les Gonelles,46.46987,6.81539
La Pichette,46.47008,6.81049
Sassello,46.4750999,8.6365499
Plage Cully,46.48895,6.74141
Laghetto Moesola immersioni,46.4935405,9.1700693
Lago Ritom,46.54232,8.68292
Lago Cadano,46.54849,8.70767
Gul,46.56508,9.35616
Im Gufer,46.57066,9.37486
Presqu`ile,46.61875,7.15125
Gipsunion,46.6590842,7.7482801
Reefballs,46.6648632,7.7326733
Lac du Joux,46.6677216,6.3251517
Schwarzsee,46.669852,7.2871572
Nastel,46.6805365,7.7529282
Grosse gelbe Wand,46.6809885,7.7589372
Kleine gelbe Wand,46.6814082,7.7502659
Balmholz,46.6818688,7.7682867
Seezeichen,46.6825469,7.7040176
Wasserfall,46.6832912,7.7838446
Frankenstein,46.6847177,7.6998283
Frau Tschanz,46.6864059,7.7461363
Fischbalme,46.6879333,7.7440709
Pont Thusy,46.688886,7.1078071
Ruedi-Walter Platz,46.6905851,7.7431254
Sur Momont,46.69155,7.11139
Ehem Seepolizei,46.69602,7.93617
Niesen,46.7079324,7.7224258
Stampach,46.7082046,7.720677
Entenecke,46.70961,7.715711
Matterhorn,46.710323,7.7141447
Gunten Bad,46.7117425,7.7072633
Schneckeninsel,46.7161787,7.9723976
Schulhaus,46.7179574,7.9320611
SS Anglo-Patagonian,46.72754,-2.41823
Churchillplatz,46.72755,7.67064
Aarebecken,46.75177,7.63698
Alpenblick,46.7706,8.64261
Bootsplatz,46.7738822,8.3501952
Kiesstrand,46.7741,8.274
Rechte Dammseite,46.77522,8.30152
Seemitte,46.77527,8.30683
Lauenen,46.80136,8.16945
Alter Stollen,46.81522,9.85152
Strandbad,46.8152548,9.852155
Galerie,46.8170937,9.8468915
Seehorn Wand,46.8171001,9.0876699
Lag la Cauma,46.8195333,9.2949237
Bootshaus,46.82241,9.85076
Kleingurmels,46.88086,7.18454
Hafen Sust,46.88769,8.24306
Seegarten,46.9165013,8.5943065
Bacheinlauf,46.92028,9.35683
la motte,46.9250491,6.9222264
Pointe du Grain,46.92576,6.8372
Schildegg,46.92827,8.581
Aube,46.94081,-2.48475
Mapraggsee-KSL,46.9412957,9.4789423
Werkhof,46.9421528,9.4804097
La Motte,46.94278,6.90409
La Madonne,46.94573,6.97767
Boudry Plage,46.9490376,6.8709418
Grottoni,46.9512082,8.5874184
Sisikon,46.953833,8.619344
Mettmenalp,46.95755,9.09892
Giglio,46.9578159,-2.3281802
Schiefernegg,46.9589848,8.6147984
Gorges de l'Areuse,46.9625879,6.8210554
Robinson,46.9633171,6.8739991
Grenzstein,46.96952,8.30972
Badeplatz,46.9716961,8.322819
Hammerschmitte,46.97658,7.46392
Serrieres,46.9786111,6.8971111
Lopper Rote Route 1,46.98125,8.31192
Schillerstein,46.9828971,8.5967367
Wolfsprung,46.9845,8.61183
Strandbad Kindli,46.98894,8.54853
Kindli,46.9911988,8.5577854
Cholplatz,46.9929362,8.5130964
Bootshafen,46.993486,8.5161113
Maison du Plongeur,46.99412,6.94803
Kehrsiten Forrest,46.99421,8.3562
Ober Nas,46.9954817,8.4736674
Eichwald,46.9976481,8.5698271
Edmund Fitzgerald,46.9988735,-85.1097913
Obermatt,47.0021659,8.4312797
Lido,47.0026205,8.4853456
Vitznau,47.012486,8.482365
Riedsort,47.0233655,8.4573757
Bildstock,47.0236096,8.4674288
Riedsort,47.0239213,8.4538682
Holzlager,47.0538304,8.4275429
Hagneckkanal,47.06042,7.17512
St. Joux,47.06667,7.10942
Hundloch-Quelle,47.06755,8.91914
Strick,47.0726435,8.4975807
Egg,47.0764029,8.5260089
Fischchratte,47.0790088,8.4870116
Antonos Stratos,47.08397,-2.60405
Chlausenegg,47.0863332,8.5228746
Twann,47.0931445,7.1572114
Rossblatten,47.09394,8.5192
Strandbad,47.09531,7.16326
Lido,47.0959441,8.5163224
Talalpsee,47.096656,9.1340837
Rampe,47.10441,8.79933
Grafstatt,47.1090164,8.5030141
Grafenmatt,47.1123463,8.5013571
Hafen,47.11306,9.20817
Bommerstein Hafen West,47.11389,9.28686
Broder,47.11427,9.27177
Bommerstein Hafen Ost,47.11466,9.28828
Lothenbach,47.11555,8.4996686
Teufwinkel,47.11614,9.18839
Lediwracks,47.1167378,9.2930303
Einbaum,47.1190472,8.496409
Rastplatz,47.12394,9.14187
Nidaukanal Rest. Blue Marlin,47.12441,7.22948
Nidaukanal,47.12469,7.22935
Josen West,47.1293,9.26487
Laui,47.1296841,9.2059129
Schiffsstation Stralegg,47.1344246,9.1459881
Kraftwerk,47.13816,9.13433
Tunnel 1,47.13844,9.13011
Rigiblick,47.1455607,8.5054266
Altstadt,47.166338,8.5141304
Vorstad,47.1692812,8.5140772
Leuzigen,47.1815,7.44965
Strandbad,47.18611,8.27681
Insel,47.19441,7.48634
Stadt Solothurn,47.20375,7.5342
Linthkanal Ausstieg,47.2243278,8.984075
Alte Badanstalt,47.23116,8.6742399
Pontonierhaus,47.2371138,7.6542326
Risi,47.23841,7.74506
Vordere Au,47.2490333,8.651674
Meilibach,47.2514766,8.6285315
Leuenhaab,47.2516711,8.6921919
Pumpwerk Horgen,47.25703,8.6101399
Moana Evasion,47.258568,-2.3463207
Landungssteg Aesch,47.25861,8.22998
Landungssteg Obermeilen,47.2639733,8.6557195
Seealpsee,47.2694118,9.4002886
Seealpsee Einstieg,47.2694722,9.40025
Pumpwerk Meilen,47.271422,8.628337
Seehalde,47.27352,8.5837199
Strandbad Feldmeilen,47.2754724,8.6210824
Haus am See,47.2772099,8.6171101
Halbinsel,47.277758,8.615927
Park Feldmeilen,47.279623,8.6136007
Sandy Beach,47.28102,8.61245
Strandbad Thalwil,47.2889401,8.5740299
Segelclub Herrliberg,47.2894199,8.6034201
Zentenhof,47.29199,8.5724199
Strandbad Erlenbach,47.2969926,8.596972
Park Thalwil,47.30005,8.56348
Wird,47.31805,8.37294
Schoggiwand,47.31974,8.55306
Bad Egg,47.3212816,8.6966024
Bellerive 55,47.3241674,8.5760836
Schiffli,47.325167,8.575436
Widmerland,47.33147,8.54595
Hafen,47.34025,8.67872
Strandbad Niederuster,47.34252,8.69072
Strandbad Maur,47.34564,8.67508
Kraftwerk,47.36397,7.92187
Seerettungsdienst,47.3641612,8.77855
Ballypark,47.36838,7.99561
Diepoldsau Badi Einstieg,47.3797222,9.6722222
Diepoldsau Strandbad Einstieg 1 Badebetrieb,47.3799863,9.6718046
Diepoldsau Strandbad Einstieg 2 Winter,47.3805736,9.6722474
Diepoldsau Sportplatz,47.3823482,9.6724944
Matz Einstieg,47.3888889,9.6733333
Schmitter Zoll Einstieg,47.3933406,9.6697598
Creugenat,47.3963465,7.0272154
Hechenberg Nord,47.4589975,11.7143163
Alter Aarelauf,47.47872,8.19408
TCI-Parcours,47.4802629,11.7127015
Badi,47.48833,9.47717
Badi Goldach Einstieg,47.4883333,9.475
Uhlandbucht Horn Einstieg,47.4935972,9.4695751
Uhland-Ansaugstutzen Horn,47.4963889,9.4716667
Badi,47.4965,9.4655
Mole Ost,47.49652,9.46553
Blake Island Reef,47.5295753,-122.4945867
Baernkogl,47.5314341,13.504984
Klacklboden,47.5317675,13.4972527
Wiedenhorn,47.53833,9.40042
Strandbad,47.55164,7.7767
Sportpension Schober,47.5554619,13.6909315
Sylvensteinsee / Sylvensteinspeicher,47.5763084,11.5381548
SS Saganaga,47.5833032,-52.9785067
SS Lord Strathcona,47.588242,-52.9681451
PM-27,47.5994572,-52.9716262
SS Rose Castle,47.6013424,-52.9636225
Rheinau-Ellikon am Rhein,47.63786,8.59688
Kloster,47.6413895,8.6027099
Seegarten,47.6475,9.1988
Die Jura (Wrack),47.6499984,9.2249979
Eschenz-Stein am Rhein,47.6513817,8.8835254
Club subaquatique,47.65973,-3.20687
Camping-Hemishofen,47.66325,8.84245
Dorfbach,47.66708,8.9803
Landungssteg,47.6683773,8.9815993
Baywatch,47.67231,9.01035
Schupfen-Camping,47.6750952,8.7857067
Hemishofen-Rheinklingen,47.67558,8.82911
Rheinklingen-Schupfen,47.67594,8.80861
Camping-Strandbad,47.6769595,8.7817286
Krebsgarten Meersburg,47.6877852,9.2808529
Hafen-Kloster,47.6905157,8.7498325
Tegernsee,47.73805,11.71824
Wolfgangsee,47.7419181,13.3904783
Attersee Wandl,47.7901537,13.4876795
BMW Dixi,47.7918212,13.4853154
Badeplatz Nixe,47.8046072,13.5469422
Edmonds Underwater Park,47.8137076,-122.384577
Ofen,47.8496044,13.5528489
Steinschlag - Tafel,47.8571532,13.5588831
Tauchbasis Lorenc,47.8680361,16.3880653
Tauchsport Vienna,47.8688912,16.3839236
Steinwand,47.8811618,13.5686826
Unterwasserwald,47.9234956,13.5807556
Allmannshausen: Naturschutzgebiet,47.9255596,11.3323056
Allmannshauser Steilwand,47.9295219,11.3322561
Surfplatz,47.9325043,13.5845955
Taucherkiste Freiburg,48.0643717,7.8150303
Ilsesee Taucherbasis,48.2831616,10.8992581
South Bedford Island,48.311667,-123.603333
Barnard Castle,48.31211,-123.541408
G.M.A.P.,48.3814,-4.4864
Matschelsee3,48.4046783,7.8164032
Matschelsee 1,48.404905,7.8155929
Matschelsee 2,48.4050652,7.8180169
S. F. Tolmie,48.417403,-123.402219
Wacholderrain,48.4821785,7.7935389
Blue Luve,48.5566797,3.7107986
G.B. Church,48.67,-123.2866667
Ploum'Aqua,48.831649,-3.4849273
Baggersee Untergrombach (Metzgerallmend),49.0968008,8.5516959
Rothsee,49.2264381,11.1959964
Murner See - Einstieg Rutsch'n,49.3467165,12.1984037
Murner See - Einstieg Turm,49.3534212,12.200289
Whytecliff Park,49.3717094,-123.291608
Ansell Point,49.3968729,-123.2520372
Kelvin Grove,49.4500039,-123.240248
Porteau Cove Diving Area,49.5602726,-123.2351748
Borek,49.7927888,15.5777088
Pendennis Shore Dive,50.1467974,-5.0505964
D1,50.3327788,-3.4994712
Rumchalpa,50.4655055,15.4951945
Bank 2,50.6393522,6.4048379
Bank 1,50.6428309,6.4097148
Edenwood,50.6752777,-0.9025
Outer Mulberry,50.7451906,-0.7043666
"Echtzer See, Tauchereinstieg am DLRG-Haus",50.8182609,6.4214724
Basis am Blausteinsee,50.853654,6.2660855
Blausteinsee,50.8541836,6.267369
Plattform 2m,50.8542635,6.2675272
Plattform 9m,50.8544091,6.2681414
Plattform 6m,50.8545099,6.2680274
LKW-Kabine 16m,50.8547675,6.2688088
Plattform 21m,50.8547834,6.2691593
Tauchschule Eckartsberg,50.9268766,14.7992814
Club des Smogglers,51.0035918,2.1090224
De Nekker,51.0218325,4.5028339
Kelchterhoef,51.0337546,5.4171754
See Widdauen 2,51.0835344,6.9459334
Ponton,51.1671722,13.49585
instap 4,51.1789968,5.8732561
instap 3,51.1790732,5.8740311
instap 1,51.1790899,5.8755015
instap 2,51.179098,5.8748304
bootje,51.179216,5.8751267
vliegtuig,51.1792325,5.8748074
9m platform (klein),51.1794553,5.8747619
9m platform (groot),51.1795519,5.8753892
Steina,51.2049764,14.0601492
Ausbildungsplattform mit 1 Bojen,51.2301419,6.5719024
Tauch-Sport-Club Kaarst,51.2301448,6.574095
Tauch-Sport-Club Kaarst,51.2301666,6.5734479
Ausbildungsplattform mit 1 Bojen,51.2302102,6.5715608
Tauchsee Horka,51.2629692,14.2464164
Taucheinstieg,51.2646058,12.3439212
Put van Ekeren,51.2833277,4.3910162
Tauchbasis E2,51.3056326,12.2516193
Tauchbasis E3,51.3109691,12.251756
Kirchbruch,51.323203,12.5672263
Taucherbucht,51.3816375,6.6315975
TC Bleienten e.V. Duisburg,51.4082205,6.7934093
Taucheinstieg 4,51.4701689,10.8429898
Taucheinstieg 5,51.47628,10.8316037
Charlotte III,51.4785047,10.8132506
Taucheinstieg 3,51.4798212,10.8125688
Charlotte II,51.4801551,10.8104183
Charlotte IV,51.4802361,10.8082771
Sundi,51.4805059,10.80941
Taucheinstieg 1,51.480879,10.8103949
Charlotte I,51.4809297,10.8085128
Taucheinstieg 2a,51.4811736,10.8073234
Tauchereinstieg 2,51.4813328,10.8080882
Bergse Diepsluis,51.5166816,4.1726907
Goese Sas,51.5405,3.93062
Puttis Place,51.5446,3.92694
Duikplanken,51.5716639,4.5627465
Invalidenvissteiger,51.5958,4.0061
Zuidbout,51.6141,3.96074
Noordbout,51.621141,3.9461512
De Val,51.6279,3.92212
Kulkenol,51.6292,3.89749
Zonneschijn Zuiveringsinstallatie,51.6300364,4.0676044
Halverwege,51.6305252,3.9046955
Havenhoofd West,51.632,3.88907
Blinde Dam,51.6333948,4.0725706
Goudzwaardeg,51.6392486,4.0810776
Zuidweg,51.6416807,4.0849565
Levensstrijd,51.6419,3.89045
Anna Jacobapolder,51.6435,4.10079
Zoetersbout,51.6438926,4.0898423
Lokkersnol,51.6494269,3.8847653
Kisternol,51.6571151,3.8808593
Flauwers Heerenkeet,51.676606,3.8507301
Flauwers West,51.6767505,3.8471498
Plompe Toren,51.6816,3.77245
Ankerplaats - Dillingweg,51.6827929,4.0485471
Schelphoek,51.6842,3.8092
Dijkval,51.6867582,3.786276
GochNess,51.7078336,6.09351
Northeimer Seenplatte,51.7277563,9.9597814
Dolfintje,51.7401047,3.8263744
"Le Serpent, stern",51.7411585,3.8425152
"Le Serpent, bow",51.7413769,3.8431281
TSC Wassermann,52.0552075,11.8414525
Tauchstation,52.0567383,11.8236286
Little Boat Wreck,52.1565647,10.2990731
Training Platform,52.1567712,10.299168
Motzener See,52.2124,13.5742167
Jersleber See,52.2336333,11.5815667
Weesperstrandje,52.2743674,5.0720057
Torfmoorsee Ostufer,52.283662,7.5686542
Torfmoorsee Westufer,52.2847992,7.558876
Toolenburgerplas,52.299,4.64649
Gaasperplas,52.3077678,5.0024705
Onderwaterpark Twiske,52.4508559,4.885422
Rioleringsbuizen,52.4509114,4.885548
Bestelbus,52.4509311,4.8858323
Duikplatform,52.4509311,4.8856285
Zeecontainers,52.4509556,4.8862964
Kabelhaspels,52.4509572,4.8854407
Zeilboot,52.4509834,4.8853334
Bestelbus,52.4509866,4.8850357
IBC's,52.4510095,4.8851967
Arendsee,52.8906167,11.4783333
Tauchbasis EJB (Wasserrettungspunkt 1-16),52.9209959,13.7243596
SS Rosalie,52.9516964,1.1333145
Tauchspot Linowsee,53.2591946,13.2676734
Tauchspot Linowsee,53.2756847,13.2885917
Tauchspot Carwitzer See beim Fischer,53.3058918,13.4465975
Tauchspot Dolgener See Koldenhof,53.3253003,13.3457546
Tauchspot Luzinhalle Schmaler Luzin,53.3258655,13.4413147
Tauchspot Dolgener See Schweinemastanlage,53.3400721,13.3541198
"Tauchspot Alt Rhese, Altmeiershof",53.4951851,13.184185
Heike,53.5269604,6.6903802
Tauchspot Augustabad am FKK Strand,53.5321455,13.245246
Pharma Tauchklub Neubrandenburg e.V.,53.5380287,13.2560331
Tauchspot Flacher See,53.6278077,12.5375648
Alter Kahn,53.6623822,11.4157707
Kabelrolle,53.6946282,9.1392044
Stollen,53.6947826,9.1397754
Autowrack Ford Mondeo,53.6956331,9.1360404
Segelyacht Hemmoor,53.695658,9.1366633
Taucher E4B,53.6958621,9.13536
Leuchtturm,53.6962812,9.1363375
Wohnwagen,53.6965621,9.1364437
Taucher E4A,53.6970416,9.1346562
PKW Verkehrsunfall,53.6972202,9.1348337
Versorgungsleitungen,53.6977355,9.1350768
Taucher E3,53.6977975,9.1328744
Steinschlagmatten,53.6978571,9.1336489
Holztreppe,53.6978769,9.1377324
Holztreppe,53.6983811,9.133364
Gullyschacht,53.6983928,9.1383536
Taucher E2,53.6986285,9.1310297
Betonbombe II,53.698756,9.1317044
Segelboot,53.6988073,9.1311484
Mahusan,53.698927,9.1335131
Steilhang,53.6990316,9.1309419
Flugzeugwrack Piper,53.6990761,9.13143
Skywalk,53.6991143,9.1305843
Plattform 6m,53.6991826,9.1302208
Plattform 3m,53.6992072,9.1301511
Rohrleitung,53.6992701,9.1361394
Chinesisches Tor,53.6992739,9.1297839
Taucher E1,53.6994849,9.12922
Betonbombe I,53.6995485,9.1305922
LKW-Rampe,53.6998595,9.1296534
"Plattform 4,5m",53.7000373,9.1292627
Taucher E0,53.7000592,9.1290862
Wald,53.7002213,9.1349502
Steilhang II,53.7007993,9.1344406
Ultraleichtflieger,53.7011566,9.1317564
Boot,53.7011858,9.1323068
Kabelrolle II,53.7012212,9.132782
Taucher E5B,53.7020519,9.1329572
Taucher E5A,53.7025001,9.1309643
Tauchschule,54.0930613,10.8150692
Bohrhammer,54.1817325,11.9933492
Arabella,54.187952,21.655981
Skiffs,54.2581013,22.8132128
Buoy guideline to the bell,54.2588184,22.8057351
Bell,54.258885,22.8071278
Bomb,54.2616129,22.8151371
Boat,54.2626807,22.8165675
Platform,54.262982,22.817672
Platform with mirror,54.2629918,22.8167478
Boat,54.263041,22.814644
Platform,54.263077,22.8180657
Tree,54.2635611,22.8164801
Sign 60,54.263969,22.8154939
Mirror,54.26489,22.81671
Dock-Tor,54.433522,11.322611
Tauchbasis Katharinenhof,54.4434687,11.2785424
Betonschute,54.4889792,10.0979218
Sten Trans,54.5732536,10.3931112
Burg,54.5758302,11.2321717
Svendborgsund,54.6183,10.135
Dranske,54.6315676,13.2205865
Kuter rybacki 2 (wrak),54.6793272,18.6699913
Kuter rybacki 1 (wrak),54.6821618,18.6389026
Vaišvydavos karjeras,54.8380013,24.0254863
Christa (wrak),54.8469184,18.4818296
VIII Fortas,54.9198826,23.8858371
Lakajai 2,55.2136317,25.5323821
Tauragnas,55.4499318,25.8405679
Alaušas,55.5974941,25.7051057
Trubaduren fyr,57.5966667,11.6325
Nieman,57.6421537,11.6123262
Ytre Kalven,58.199953,6.6144267
Austgavlen,58.2008664,6.6535518
Katterauva,58.2026332,6.6501828
Indre Kalven,58.2044985,6.63041
Hunden,58.2148711,6.6811982
Gudrun,58.2365406,6.6540044
Katedrale,58.2460673,6.5622451
F2,58.8454911,-3.1945524
SMS Karlsruhe,58.8895237,-3.1870727
Gobernador,58.9232016,-3.3111347
Tabarka (block ship),58.9267702,-3.3131054
Stavanger Dykkersenter,58.9514795,5.743427
Kaivoslampi,60.2398143,24.0345291
Lektern,63.3261967,10.1136554
Nykorallene,63.3288541,10.0993828
Plaugen,63.4481704,10.3390249
Texacobryggen,63.4496785,10.3253097
Korsvika,63.4497344,10.4308475
ND31 (Oder),63.4497822,10.3272078
Trolla,63.4517677,10.3148526v
Nudi Falls,1.46102,125.22657
Police Pier,1.46622,125.23396
Serena Island (Sarena Kecil),1.45665,125.2255
Batu Angus,1.50572,125.24541
Batu Kapal,1.54912,125.29218
Batu Lubang Besar (Big),1.43039,125.19078
Batu Lubang Kecil (Small),1.43407,125.2027
Pulau Abadi,1.43358,125.20623
Pulau Dua,1.38967,125.21414
Pulau Putus,1.52243,125.27702
Air Prang (Aer Perang),1.47369,125.23404
Pantai Parigi,1.46945,125.24411
Tanjung Kubur,1.47908,125.24976
Tanjung Kuning,1.38633,125.17312
Tanjung Mawali,1.44345,125.22944
Tanjung Paudean,1.40199,125.16714
Tanjung Kusu-Kusu,1.45382,125.23693
Teluk Makawidey (Bay),1.48474,125.24059
